session_id;user_id;item_id;timeframe;eventdate
35;NA;172323;275718;2016-04-08
35;NA;117825;97825;2016-04-08
35;NA;75155;324858;2016-04-08
35;NA;86471;284410;2016-04-08
35;NA;4145;437172;2016-04-08
35;NA;66165;23536;2016-04-08
35;NA;4735;492003;2016-04-08
35;NA;4735;556080;2016-04-08
35;NA;130777;575102;2016-04-08
35;NA;201689;951359;2016-04-08
37;NA;8549;177568;2016-04-08
37;NA;8549;100164;2016-04-08
37;NA;8549;168186;2016-04-08
37;NA;62898;468003;2016-04-08
37;NA;62898;513250;2016-04-08
37;NA;62898;504592;2016-04-08
37;NA;28580;285742;2016-04-08
38;NA;2062;14168;2016-04-08
40;NA;82984;66531;2016-04-08
40;NA;82984;502469;2016-04-08
40;NA;82984;224786;2016-04-08
40;NA;80334;130688;2016-04-08
40;NA;80334;5457;2016-04-08
40;NA;42;701070;2016-04-08
42;NA;4185;152247;2016-04-08
42;NA;55594;9774;2016-04-08
42;NA;6308;42046;2016-04-08
42;NA;14280;125099;2016-04-08
43;NA;3433;489835;2016-04-09
43;NA;36956;455479;2016-04-09
43;NA;14784;364997;2016-04-09
43;NA;14784;102794;2016-04-09
44;NA;73655;9251;2016-05-09
45;NA;6078;989327;2016-05-09
46;NA;66956;582262;2016-05-09
46;NA;90812;11667;2016-05-09
46;NA;6306;181963;2016-05-09
47;NA;10741;20517;2016-05-09
48;2;24764;8863;2016-04-09
48;2;24764;496381;2016-04-09
48;2;24764;265216;2016-04-09
48;2;24764;519975;2016-04-09
48;2;24764;456437;2016-04-09
51;NA;75611;18600;2016-04-09
53;NA;6096;975111;2016-04-04
53;NA;6096;8233;2016-04-04
53;NA;6096;341715;2016-04-04
54;NA;54759;16413;2016-04-04
55;NA;208138;14093;2016-04-04
56;NA;20138;250960;2016-05-09
56;NA;381701;219337;2016-05-09
56;NA;381701;162837;2016-05-09
56;NA;377512;204214;2016-05-09
56;NA;375980;10135;2016-05-09
56;NA;376089;92333;2016-05-09
56;NA;376526;364360;2016-05-09
56;NA;376526;257611;2016-05-09
56;NA;376526;232647;2016-05-09
56;NA;378922;49966;2016-05-09
56;NA;378729;112200;2016-05-09
56;NA;381813;307510;2016-05-09
57;NA;44384;41200;2016-05-09
59;NA;30893;33305;2016-05-09
59;NA;1407;214579;2016-05-09
59;NA;2391;183355;2016-05-09
59;NA;4016;127567;2016-05-09
59;NA;5691;164059;2016-05-09
59;NA;5691;207998;2016-05-09
60;3;22128;22704;2016-05-09
60;3;22128;71762;2016-05-09
62;NA;380235;103055;2016-05-07
63;NA;14763;67322;2016-05-09
63;NA;380340;24674;2016-05-09
63;NA;380340;1097736;2016-05-09
63;NA;378944;1171005;2016-05-09
64;NA;81575;19191;2016-05-09
65;NA;2809;82609;2016-04-08
65;NA;2809;21182;2016-04-08
66;NA;49360;13830;2016-04-09
66;NA;216104;49284;2016-04-09
66;NA;3680;67141;2016-04-09
66;NA;69390;7750;2016-04-09
67;NA;32005;465536;2016-04-09
67;NA;10589;246535;2016-04-09
67;NA;10589;555405;2016-04-09
67;NA;10589;578279;2016-04-09
67;NA;10589;457260;2016-04-09
67;NA;15507;567232;2016-04-09
67;NA;38707;639533;2016-04-09
67;NA;8379;1016185;2016-04-09
67;NA;66764;171936;2016-04-09
67;NA;66765;30583;2016-04-09
67;NA;68301;1084682;2016-04-09
67;NA;24578;294238;2016-04-09
67;NA;90377;831599;2016-04-09
68;NA;368353;1061691;2016-04-09
68;NA;280626;996598;2016-04-09
68;NA;280626;523323;2016-04-09
68;NA;280626;691082;2016-04-09
68;NA;280626;1111759;2016-04-09
68;NA;280626;733083;2016-04-09
68;NA;280626;1049093;2016-04-09
68;NA;251609;1056441;2016-04-09
68;NA;14614;8562;2016-04-09
68;NA;14614;535672;2016-04-09
68;NA;14614;859241;2016-04-09
68;NA;14614;568656;2016-04-09
68;NA;380235;1073501;2016-04-09
70;NA;4151;512255;2016-04-09
70;NA;55269;653412;2016-04-09
70;NA;34142;579915;2016-04-09
70;NA;35818;10464;2016-04-09
70;NA;7747;188758;2016-04-09
71;NA;38073;414953;2016-04-09
71;NA;1296;24301;2016-04-09
71;NA;16116;133884;2016-04-09
71;NA;145697;317257;2016-04-09
71;NA;22099;570815;2016-04-09
71;NA;63076;385888;2016-04-09
71;NA;154670;532243;2016-04-09
71;NA;3563;89312;2016-04-09
71;NA;3563;505558;2016-04-09
71;NA;170561;598110;2016-04-09
73;NA;84116;9409;2016-05-09
75;NA;14912;8772;2016-04-08
75;NA;40921;349408;2016-04-08
76;NA;32902;21869;2016-04-08
76;NA;148626;221572;2016-04-08
76;NA;90683;306071;2016-04-08
77;NA;30058;624788;2016-04-07
77;NA;30294;944903;2016-04-07
77;NA;8732;647283;2016-04-07
77;NA;9582;174951;2016-04-07
77;NA;2745;129944;2016-04-07
77;NA;35640;151082;2016-04-07
77;NA;131319;691136;2016-04-07
79;NA;8734;846548;2016-04-07
79;NA;8735;734693;2016-04-07
79;NA;8735;434763;2016-04-07
79;NA;16074;595394;2016-04-07
79;NA;294153;653730;2016-04-07
79;NA;74731;689069;2016-04-07
79;NA;74731;664336;2016-04-07
79;NA;11297;89426;2016-04-07
79;NA;43824;513315;2016-04-07
79;NA;45236;571973;2016-04-07
79;NA;45236;775270;2016-04-07
79;NA;18566;627646;2016-04-07
79;NA;18566;702699;2016-04-07
79;NA;45355;555924;2016-04-07
79;NA;45355;36067;2016-04-07
79;NA;45355;343077;2016-04-07
79;NA;88452;322999;2016-04-07
79;NA;135792;56099;2016-04-07
79;NA;135792;375459;2016-04-07
79;NA;130835;10625;2016-04-07
79;NA;125919;120224;2016-04-07
79;NA;125920;719031;2016-04-07
79;NA;125920;480878;2016-04-07
81;NA;10858;33419;2016-05-09
81;NA;54281;361298;2016-05-09
83;NA;15391;9870;2016-04-10
84;NA;23094;7840;2016-04-08
84;NA;383298;126592;2016-04-08
85;NA;2442;283790;2016-04-08
85;NA;44612;13792;2016-04-08
85;NA;90702;661846;2016-04-08
86;NA;31500;18700;2016-04-08
86;NA;31500;71362;2016-04-08
86;NA;21864;94783;2016-04-08
87;NA;36700;115943;2016-03-22
87;NA;36700;104176;2016-03-22
87;NA;11524;26334;2016-03-22
88;NA;82691;539332;2016-03-22
88;NA;82691;706726;2016-03-22
88;NA;82691;11284;2016-03-22
88;NA;39471;179867;2016-03-22
88;NA;39471;582866;2016-03-22
88;NA;127098;1191325;2016-03-22
88;NA;11419;677357;2016-03-22
88;NA;44394;1112954;2016-03-22
88;NA;34093;509309;2016-03-22
88;NA;87471;1020890;2016-03-22
88;NA;132807;937466;2016-03-22
88;NA;132879;727652;2016-03-22
88;NA;106324;831910;2016-03-22
88;NA;19942;763737;2016-03-22
88;NA;14234;620784;2016-03-22
88;NA;126406;793046;2016-03-22
88;NA;36621;423521;2016-03-22
88;NA;36621;133302;2016-03-22
88;NA;14600;596652;2016-03-22
89;NA;3122;41212;2016-03-22
90;NA;11119;27556;2016-04-08
90;NA;92881;947011;2016-04-08
92;NA;4787;144502;2016-04-08
92;NA;80098;73749;2016-04-08
92;NA;169690;142582;2016-04-08
93;NA;25460;763584;2016-04-08
93;NA;48094;552070;2016-04-08
93;NA;37725;18176;2016-04-08
93;NA;30398;223698;2016-04-08
93;NA;30398;1001944;2016-04-08
93;NA;8250;302723;2016-04-08
93;NA;31055;1028731;2016-04-08
93;NA;9093;429003;2016-04-08
93;NA;98851;505299;2016-04-08
93;NA;19342;992821;2016-04-08
93;NA;19342;811494;2016-04-08
93;NA;126122;936816;2016-04-08
94;NA;33034;26076;2016-04-08
96;NA;35311;74613;2016-05-09
96;NA;35311;182006;2016-05-09
96;NA;35495;124487;2016-05-09
97;NA;14677;17329;2016-05-09
99;NA;34300;3152;2016-05-09
100;NA;32342;178714;2016-03-22
100;NA;124947;33854;2016-03-22
100;NA;84517;298596;2016-03-22
100;NA;17050;269479;2016-03-22
100;NA;17050;6051;2016-03-22
100;NA;23288;104230;2016-03-22
100;NA;23288;397788;2016-03-22
100;NA;66682;125601;2016-03-22
100;NA;128859;85571;2016-03-22
100;NA;25781;357958;2016-03-22
101;NA;25007;50882;2016-04-07
102;NA;34559;35377;2016-04-08
103;NA;352;20373;2016-04-08
104;4;10691;271471;2016-03-21
104;4;10691;633495;2016-03-21
104;4;10691;611739;2016-03-21
104;NA;10858;7405;2016-03-21
104;4;10858;381182;2016-03-21
104;4;33404;297300;2016-03-21
105;NA;2818;15897;2016-03-21
105;NA;157362;198175;2016-03-21
105;NA;164206;330969;2016-03-21
105;NA;58140;144368;2016-03-21
105;NA;14170;257011;2016-03-21
105;NA;90683;170312;2016-03-21
106;NA;14312;1152485;2016-03-21
106;NA;62040;918817;2016-03-21
106;NA;10458;289420;2016-03-21
106;NA;170416;297215;2016-03-21
106;NA;43654;855928;2016-03-21
106;NA;45002;332146;2016-03-21
106;NA;36055;929978;2016-03-21
106;NA;107210;814029;2016-03-21
106;NA;90603;77403;2016-03-21
106;NA;14912;60412;2016-03-21
106;NA;14912;984587;2016-03-21
106;NA;107546;997748;2016-03-21
106;NA;164713;736230;2016-03-21
106;NA;58998;3154;2016-03-21
106;NA;134;692555;2016-03-21
106;NA;20698;528801;2016-03-21
106;NA;70219;481634;2016-03-21
106;NA;70219;30816;2016-03-21
106;NA;159361;552054;2016-03-21
106;NA;7884;573483;2016-03-21
106;NA;144613;343556;2016-03-21
106;NA;168282;1093022;2016-03-21
106;NA;109704;827003;2016-03-21
106;NA;166617;1038687;2016-03-21
106;NA;71338;1174466;2016-03-21
106;NA;1180;396023;2016-03-21
106;NA;163155;721765;2016-03-21
106;NA;1671;611645;2016-03-21
106;NA;153734;1181805;2016-03-21
106;NA;51535;465150;2016-03-21
106;NA;40921;437854;2016-03-21
106;NA;127397;313726;2016-03-21
106;NA;52123;901645;2016-03-21
106;NA;9934;305563;2016-03-21
106;NA;130105;1057579;2016-03-21
106;NA;4479;84524;2016-03-21
106;NA;106176;911249;2016-03-21
106;NA;78103;1020664;2016-03-21
106;NA;46437;363409;2016-03-21
106;NA;29091;949339;2016-03-21
106;NA;135896;598099;2016-03-21
106;NA;6185;590734;2016-03-21
106;NA;171294;763264;2016-03-21
106;NA;171307;539458;2016-03-21
106;NA;6291;276361;2016-03-21
106;NA;167987;803195;2016-03-21
106;NA;14116;749502;2016-03-21
106;NA;164412;606695;2016-03-21
106;NA;14310;870857;2016-03-21
106;NA;126446;769572;2016-03-21
106;NA;36708;451693;2016-03-21
106;NA;171611;1135719;2016-03-21
106;NA;171648;105628;2016-03-21
106;NA;25886;503929;2016-03-21
108;NA;86161;190980;2016-04-09
108;NA;682;122229;2016-04-09
108;NA;10299;304972;2016-04-09
108;NA;11989;488347;2016-04-09
108;NA;75104;531367;2016-04-09
108;NA;33914;994592;2016-04-09
108;NA;34952;24233;2016-04-09
109;NA;12233;436402;2016-04-09
109;NA;48286;522202;2016-04-09
109;NA;30378;371738;2016-04-09
109;NA;30455;444413;2016-04-09
109;NA;30455;17439;2016-04-09
109;NA;33256;18949;2016-04-09
109;NA;6365;535042;2016-04-09
109;NA;36717;439364;2016-04-09
110;NA;81021;178353;2016-04-09
110;NA;144629;124257;2016-04-09
110;NA;8549;14825;2016-04-09
110;NA;8993;329141;2016-04-09
110;NA;136201;688651;2016-04-09
112;NA;35099;41565;2016-04-09
112;NA;47412;12360;2016-04-09
113;NA;34053;345533;2016-04-09
113;NA;18860;195705;2016-04-09
113;NA;67779;66596;2016-04-09
113;NA;57076;988970;2016-04-09
113;NA;46225;1019037;2016-04-09
113;NA;46225;472577;2016-04-09
113;NA;46225;1062044;2016-04-09
113;NA;407250;1001573;2016-04-09
113;NA;46293;438399;2016-04-09
113;NA;46509;651527;2016-04-09
113;NA;130768;274546;2016-04-09
113;NA;130768;6359;2016-04-09
113;NA;24522;207667;2016-04-09
113;NA;24522;236059;2016-04-09
113;NA;46644;1087779;2016-04-09
113;NA;57590;46529;2016-04-09
113;NA;90105;120152;2016-04-09
113;NA;47114;76033;2016-04-09
113;NA;68899;94858;2016-04-09
113;NA;131216;1170176;2016-04-09
113;NA;7446;1116254;2016-04-09
113;NA;7447;153646;2016-04-09
113;NA;136612;1197913;2016-04-09
114;NA;180836;7509;2016-03-22
115;NA;50344;93844;2016-03-22
115;NA;66114;922722;2016-03-22
116;NA;5560;4031;2016-03-22
116;NA;83537;19217;2016-03-22
117;NA;7068;29175;2016-03-22
117;NA;62079;42103;2016-03-22
117;NA;130874;31160;2016-03-22
118;NA;82292;75541;2016-03-22
118;NA;62762;591385;2016-03-22
119;NA;8917;144566;2016-03-22
119;NA;52895;361351;2016-03-22
119;NA;52895;85368;2016-03-22
119;NA;62123;311298;2016-03-22
119;NA;58277;530887;2016-03-22
120;NA;12030;630210;2016-05-07
120;NA;56006;570719;2016-05-07
120;NA;4869;13348;2016-05-07
120;NA;175818;887549;2016-05-07
120;NA;90675;790373;2016-05-07
122;NA;83484;70885;2016-03-22
122;NA;32138;50703;2016-03-22
122;NA;63620;88951;2016-03-22
122;NA;11855;13330;2016-03-22
124;NA;11945;35588;2016-03-22
125;NA;3676;272642;2016-03-22
125;NA;12841;271611;2016-03-22
125;NA;79141;200909;2016-03-22
125;NA;79141;89690;2016-03-22
125;NA;79178;204714;2016-03-22
125;NA;35495;567753;2016-03-22
125;NA;46805;608693;2016-03-22
125;NA;6964;612429;2016-03-22
126;NA;89925;124297;2016-03-22
126;NA;68520;19722;2016-03-22
127;NA;4124;861990;2016-03-22
127;NA;66675;15649;2016-03-22
127;NA;79218;919351;2016-03-22
128;NA;83655;219943;2016-03-22
128;NA;132732;940250;2016-03-22
128;NA;11719;292729;2016-03-22
128;NA;4454;248087;2016-03-22
128;NA;58749;1051279;2016-03-22
128;NA;192;740457;2016-03-22
128;NA;80661;715012;2016-03-22
128;NA;30312;399624;2016-03-22
128;NA;48772;107850;2016-03-22
128;NA;26432;660960;2016-03-22
128;NA;30859;72067;2016-03-22
128;NA;30859;116847;2016-03-22
128;NA;30859;11407;2016-03-22
128;NA;49340;965758;2016-03-22
128;NA;111071;459490;2016-03-22
128;NA;111071;588841;2016-03-22
128;NA;113231;880203;2016-03-22
128;NA;9306;35325;2016-03-22
128;NA;62763;700651;2016-03-22
128;NA;73711;994115;2016-03-22
128;NA;18498;54922;2016-03-22
128;NA;4886;756548;2016-03-22
128;NA;125927;1032805;2016-03-22
128;NA;68423;823835;2016-03-22
128;NA;24883;599284;2016-03-22
128;NA;126237;776161;2016-03-22
128;NA;131133;632784;2016-03-22
128;NA;19741;863151;2016-03-22
128;NA;13905;353856;2016-03-22
128;NA;6436;305031;2016-03-22
128;NA;7033;265769;2016-03-22
129;6;7837;3966;2016-03-22
131;NA;265582;592685;2016-05-09
131;NA;195553;496548;2016-05-09
131;NA;246216;465716;2016-05-09
131;NA;141347;270553;2016-05-09
131;NA;372654;441217;2016-05-09
131;NA;25760;16910;2016-05-09
131;NA;300641;402254;2016-05-09
131;NA;139528;700747;2016-05-09
131;NA;405016;918574;2016-05-09
131;NA;178447;960988;2016-05-09
131;NA;196036;357882;2016-05-09
132;NA;33034;36291;2016-05-06
132;NA;161099;21672;2016-05-06
133;NA;34605;499215;2016-03-22
133;NA;125621;530150;2016-03-22
133;NA;27047;363709;2016-03-22
133;NA;2681;45993;2016-03-22
133;NA;85135;145049;2016-03-22
133;NA;10250;63969;2016-03-22
133;NA;2980;355786;2016-03-22
133;NA;176654;306112;2016-03-22
133;NA;75267;52957;2016-03-22
133;NA;75267;8008;2016-03-22
133;NA;75267;201909;2016-03-22
133;NA;3325;390490;2016-03-22
133;NA;125599;331111;2016-03-22
133;NA;34910;478614;2016-03-22
133;NA;35914;85017;2016-03-22
133;NA;36126;107447;2016-03-22
133;NA;36126;191092;2016-03-22
134;NA;7974;9659;2016-03-22
134;NA;36556;744014;2016-03-22
137;NA;130823;777902;2016-05-06
137;NA;5372;558800;2016-05-06
137;NA;36515;23583;2016-05-06
137;NA;173671;944167;2016-05-06
137;NA;203487;869649;2016-05-06
137;NA;203487;977066;2016-05-06
137;NA;205010;817378;2016-05-06
138;NA;167930;1019621;2016-05-06
138;NA;57874;17086;2016-05-06
139;NA;41905;6556;2016-05-06
139;NA;12726;34156;2016-05-06
139;NA;47736;67377;2016-05-06
141;NA;9737;434156;2016-05-06
141;NA;2360;33484;2016-05-06
142;NA;1013;12616;2016-05-06
143;NA;226620;31762;2016-05-06
144;NA;22715;15815;2016-05-06
146;NA;2087;418960;2016-05-06
146;NA;32082;223018;2016-05-06
146;NA;2673;10369;2016-05-06
147;NA;30340;604226;2016-05-06
147;NA;30340;567931;2016-05-06
147;NA;30340;9480;2016-05-06
147;NA;30340;581557;2016-05-06
147;NA;30340;596715;2016-05-06
147;NA;30340;602447;2016-05-06
147;NA;30366;74367;2016-05-06
147;NA;30366;613997;2016-05-06
147;NA;30366;91939;2016-05-06
147;NA;30366;45753;2016-05-06
147;NA;30366;622605;2016-05-06
147;NA;48570;510023;2016-05-06
147;NA;9989;833871;2016-05-06
147;NA;302664;485263;2016-05-06
148;NA;85849;79105;2016-05-07
148;NA;188217;49679;2016-05-07
148;NA;10856;98252;2016-05-07
148;NA;86227;12320;2016-05-07
148;NA;86227;208483;2016-05-07
148;NA;155745;184803;2016-05-07
148;NA;155745;167912;2016-05-07
149;NA;7005;211692;2016-05-07
149;NA;7005;230585;2016-05-07
149;NA;7005;52452;2016-05-07
149;NA;7005;190847;2016-05-07
149;NA;36878;16917;2016-05-07
149;NA;47586;199924;2016-05-07
149;NA;36885;172814;2016-05-07
150;NA;79520;214948;2016-05-06
150;NA;25911;20533;2016-05-06
151;NA;161528;12334;2016-05-06
151;NA;175874;31960;2016-05-06
152;NA;24067;455239;2016-05-06
152;NA;24753;555246;2016-05-06
152;NA;13607;190852;2016-05-06
152;NA;13607;22693;2016-05-06
152;NA;6478;95070;2016-05-06
153;NA;30761;222513;2016-05-06
153;NA;801;11808;2016-05-06
154;NA;84626;6660;2016-05-06
155;NA;9999;25113;2016-05-06
156;7;21638;7784;2016-05-07
156;7;7779;127911;2016-05-07
156;7;42163;151220;2016-05-07
156;7;3299;681398;2016-05-07
156;7;68351;337378;2016-05-07
157;NA;11664;99369;2016-05-07
157;NA;421;132013;2016-05-07
157;NA;421;46643;2016-05-07
157;NA;170363;168549;2016-05-07
158;NA;7481;19949;2016-03-23
159;NA;2253;68199;2016-03-23
160;NA;114824;264921;2016-03-23
160;NA;114824;321536;2016-03-23
160;NA;34038;33046;2016-03-23
161;NA;69273;292857;2016-03-23
161;NA;7104;86126;2016-03-23
162;NA;10713;329802;2016-03-22
162;NA;8328;981876;2016-03-22
162;NA;49920;647545;2016-03-22
162;NA;34952;226923;2016-03-22
163;NA;40834;119016;2016-03-22
163;NA;9550;15464;2016-03-22
163;NA;9550;142113;2016-03-22
163;NA;83972;192729;2016-03-22
163;NA;83972;168040;2016-03-22
163;NA;83972;54040;2016-03-22
163;NA;62496;34927;2016-03-22
163;NA;46871;675372;2016-03-22
163;NA;79956;614204;2016-03-22
163;NA;126695;747750;2016-03-22
164;NA;169217;16270;2016-03-22
165;NA;89710;300621;2016-03-22
165;NA;90622;278203;2016-03-22
165;NA;126615;58242;2016-03-22
166;NA;378729;8187;2016-05-08
167;NA;41580;6571;2016-05-08
167;NA;30696;134642;2016-05-08
167;NA;60795;58801;2016-05-08
168;NA;36266;11181;2016-05-08
169;NA;6074;8406;2016-03-22
169;NA;90454;140990;2016-03-22
169;NA;90454;216926;2016-03-22
170;8;40988;43970;2016-02-21
171;9;33836;174207;2016-02-21
171;9;56241;48392;2016-02-21
171;9;56514;13275;2016-02-21
172;10;10263;108046;2016-02-21
172;10;10691;482575;2016-02-21
172;10;10858;416743;2016-02-21
172;10;47373;285663;2016-02-21
172;10;36602;447781;2016-02-21
172;10;36602;11634;2016-02-21
173;11;104616;16657;2016-02-21
174;12;35885;21158;2016-02-21
174;12;35885;65703;2016-02-21
174;12;30947;70695;2016-02-21
175;NA;7095;53620;2016-05-08
175;NA;380235;316101;2016-05-08
175;NA;380235;290013;2016-05-08
177;NA;4076;13199;2016-05-08
178;NA;13931;99099;2016-05-09
178;NA;13931;78814;2016-05-09
179;NA;31233;21134;2016-05-09
181;NA;8404;61953;2016-03-22
181;NA;7726;19760;2016-03-22
182;NA;3655;21829;2016-03-22
183;NA;33890;232351;2016-03-22
183;NA;4603;1088520;2016-03-22
183;NA;4926;133450;2016-03-22
184;NA;33886;13074;2016-05-07
185;NA;72562;29670;2016-05-07
186;NA;68815;11962;2016-05-07
186;NA;6302;95093;2016-05-07
186;NA;6302;52717;2016-05-07
186;NA;25215;316265;2016-05-07
186;NA;207876;306610;2016-05-07
186;NA;385702;224852;2016-05-07
186;NA;379860;391849;2016-05-07
186;NA;379043;113608;2016-05-07
187;NA;13064;608364;2016-05-08
187;NA;35473;56247;2016-05-08
187;NA;7010;411940;2016-05-08
187;NA;36885;457043;2016-05-08
187;NA;90621;326527;2016-05-08
187;NA;211850;244006;2016-05-08
187;NA;7088;172567;2016-05-08
188;NA;182014;715162;2016-05-08
188;NA;236201;617885;2016-05-08
188;NA;93152;475830;2016-05-08
188;NA;16826;322591;2016-05-08
188;NA;2458;46933;2016-05-08
188;NA;227042;515512;2016-05-08
188;NA;57201;389232;2016-05-08
188;NA;162305;439953;2016-05-08
188;NA;126422;229710;2016-05-08
192;NA;14758;65350;2016-05-08
192;NA;7398;28959;2016-05-08
193;13;59;60292;2016-01-19
194;NA;51250;183508;2016-05-08
194;NA;51250;20242;2016-05-08
194;NA;134789;72228;2016-05-08
194;NA;161080;105141;2016-05-08
195;NA;67926;27191;2016-05-08
195;NA;435263;264537;2016-05-08
196;14;10674;197888;2016-02-05
196;14;30792;8994;2016-02-05
196;14;6913;72296;2016-02-05
196;14;6913;26460;2016-02-05
197;15;33655;35708;2016-02-06
197;15;489123;11353;2016-02-06
197;15;24194;3214;2016-02-06
198;NA;1356;22461;2016-05-25
199;NA;85571;45383;2016-05-25
199;NA;234568;9275;2016-05-25
200;NA;16486;108048;2016-05-25
200;NA;16486;142826;2016-05-25
201;NA;61761;5750;2016-05-08
201;NA;127197;61267;2016-05-08
201;NA;138324;298155;2016-05-08
201;NA;218374;273501;2016-05-08
201;NA;297991;156306;2016-05-08
201;NA;50887;162101;2016-05-08
201;NA;40123;168092;2016-05-08
201;NA;11770;306321;2016-05-08
201;NA;156673;32209;2016-05-08
201;NA;125587;244325;2016-05-08
201;NA;23884;79346;2016-05-08
201;NA;20166;313067;2016-05-08
203;NA;36271;37001;2016-05-25
203;NA;25833;451812;2016-05-25
203;NA;25833;413478;2016-05-25
203;NA;25833;464665;2016-05-25
204;NA;81175;10030;2016-05-25
205;NA;379018;415441;2016-05-25
205;NA;375650;30232;2016-05-25
205;NA;375650;404110;2016-05-25
206;NA;14851;81151;2016-05-25
209;NA;38035;177435;2016-05-25
209;NA;10296;23517;2016-05-25
209;NA;28201;477298;2016-05-25
210;NA;106591;6022;2016-05-25
211;NA;32082;45121;2016-05-25
212;NA;379023;10989;2016-05-25
213;NA;377923;15895;2016-05-25
214;NA;10237;118021;2016-05-25
214;NA;10237;12563;2016-05-25
214;NA;47310;62112;2016-05-25
